,State,District,Latitude,Longitude,Population,Male,Female,Literate,Male_Literate,Female_Literate,SC,Male_SC,Female_SC,ST,Male_ST,Female_ST,Workers,Male_Workers,Female_Workers,Hindus,Muslims,Christians,Sikhs,Buddhists,Jains,Others_Religions,Religion_Not_Stated,LPG_or_PNG_Households,Housholds_with_Electric_Lighting,Households_with_Internet,Households_with_Computer,Rural_Households,Urban_Households,Households,Below_Primary_Education,Primary_Education,Middle_Education,Secondary_Education,Higher_Education,Graduate_Education,Other_Education,Literate_Education,Illiterate_Education,Total_Education,Age_Group_0_29,Age_Group_30_49,Age_Group_50,Age not stated,Ownership_Owned_Households,Ownership_Rented_Households,Household_size_1_to_2_persons,Household_size_3_to_5_persons_Households,Household_size_6_8_persons_Households,Household_size_9_and_above,Sex Ratio
396,Rajasthan,Sawai Madhopur,26.251081180223288,76.4219283891548,1335551,704031,631520,741748,486184,255564,278789,146333,132456,285848,152745,133103,578068,343802,234266,1165505,155681,945,812,177,9991,42,2398,40116,140947,1887,14310,282057,71264,353321,205450,172925,151108,87349,57625,70870,14384,759711,586492,1346203,841697,309237,183234,1383,243362,7424,31975,118651,82789,20572,897.0
397,Rajasthan,Sikar,27.64644058641976,75.29317422839503,2677333,1374990,1302343,1652117,995275,656842,418806,216523,202283,75349,39098,36251,1006504,657854,348650,2342076,327583,1122,356,177,4050,15,1954,131342,339457,5647,28382,527560,178274,705834,369959,438872,367412,282595,200430,181282,19321,1859871,967497,2827368,1672813,605002,381226,18292,434072,7418,26654,192243,155915,70901,947.0
398,Rajasthan,Sirohi,24.7976905263158,72.75309131578943,1036346,534231,502115,476806,309900,166906,201863,104899,96964,292470,148966,143504,419829,272196,147633,996562,30479,1284,572,114,6829,56,450,47182,134089,2146,10297,238535,69639,308174,117971,147381,110385,58213,30724,27076,5251,497001,577092,1074093,649290,244401,142251,404,184197,13430,22755,95045,70076,14384,940.0
399,Rajasthan,Tonk,26.153935071707927,75.79192216427637,1421326,728136,693190,749659,478329,271330,287903,148110,139793,178207,92677,85530,649161,371848,277313,1243527,153146,754,378,122,22458,30,911,32359,158264,1908,12482,298911,81755,380666,237191,190750,154825,91853,64431,67155,9919,816124,661902,1478026,880194,334006,205593,1533,258120,7695,31598,127103,84470,24669,952.0
400,Rajasthan,Udaipur,24.44076752136749,73.84029839743584,3068420,1566801,1501619,1582629,973444,609185,188525,97094,91431,1525289,773213,752076,1365783,835839,529944,2869976,104307,7406,4278,209,78647,373,3224,128320,357846,14211,48517,665449,182769,848218,442946,386075,277392,164290,102085,142672,20010,1535470,1528671,3064141,1876436,739287,451034,1663,575790,35318,84623,311221,188179,33898,958.0
401,Sikkim,East,27.29600352941175,88.74908392156858,1709346,907500,801846,1352998,748382,604616,281422,148019,133403,0,0,0,579692,486951,92741,1410852,178807,15792,53027,2643,46927,366,932,327253,352758,80037,127465,1086,461132,462218,86484,219061,260094,267825,235187,246988,18644,1334283,169693,1503976,948963,497157,262124,1102,241976,101386,42887,209378,82972,19148,884.0
402,Tamil Nadu,Ariyalur,11.190514836795256,79.22249643916912,754894,374703,380191,480604,269582,211022,176230,88076,88154,10722,5274,5448,359851,212547,147304,708397,7942,37403,104,88,65,42,853,39642,177502,1749,8371,223955,30322,254277,60697,134123,113437,96860,53934,57524,16126,532701,233438,766139,380484,216103,157771,536,181005,14004,43195,125800,27758,1353,1015.0
403,Tamil Nadu,Chennai,13.058098905608748,80.28139151846806,4646732,2335844,2310888,3776276,1968079,1808197,779667,389001,390666,10061,5207,4854,1817297,1369302,447995,3751322,439270,358662,2851,2804,51708,1759,38356,910262,1096334,217368,355838,0,1314125,1314125,167207,516445,720331,801050,464207,905515,67277,3642032,419065,4061097,2271657,1468902,899279,6894,522493,565934,169721,798018,122912,15916,989.0
404,Tamil Nadu,Coimbatore,10.871376995940452,77.07619012178621,3458045,1729297,1728748,2635907,1394790,1241117,535911,266960,268951,28342,14245,14097,1567950,1083125,484825,3044145,211035,190314,1112,435,3284,237,7483,675153,896325,63273,149920,284795,884957,1169752,220388,466745,523563,526165,273098,440520,53709,2504188,519919,3024107,1579517,1117221,757738,3569,561733,346382,202265,668312,69356,6010,1000.0
405,Tamil Nadu,Cuddalore,11.57587300613498,79.63002365371497,2605914,1311697,1294217,1815281,1000322,814959,763944,383943,380001,15702,7943,7759,1169880,749633,420247,2391675,123749,83334,401,236,1280,138,5101,244610,598412,15396,50938,497429,260780,758209,169844,412237,418769,386652,186394,227530,67411,1868837,634041,2502878,1364411,764669,473617,3217,526657,98143,101083,431186,97658,7495,987.0
406,Tamil Nadu,Dharmapuri,12.300141200000006,78.11509813333339,1506843,774303,732540,917709,527599,390110,245392,124706,120686,63044,32130,30914,751170,446057,305113,1452956,38304,14089,164,39,37,87,1167,104785,337972,3651,18927,396819,91107,487926,129778,240222,221194,177877,103367,112592,26069,1011099,512824,1523923,804186,434328,267536,793,344702,32008,67669,252941,56310,4004,946.0
407,Tamil Nadu,Dindigul,10.377801390820574,77.78011279554937,2159775,1080938,1078837,1481834,816180,665654,452376,225573,226803,8064,4095,3969,1105155,665469,439686,1879494,105012,169945,313,256,71,138,4546,209640,500057,9155,38677,443818,269724,713542,207751,386421,372636,282628,153100,163050,29443,1595029,480681,2075710,1065734,647806,443528,2707,445908,106467,113811,375642,68502,5217,998.0
408,Tamil Nadu,Erode,11.267012155963302,77.42034334862392,2251744,1129868,1121876,1492662,828300,664362,369483,184408,185075,21880,11024,10856,1195773,732083,463690,2115455,76098,55899,435,148,639,157,2913,371015,595211,18604,58861,411286,432398,843684,175017,345914,319484,269016,155344,215514,30391,1510680,608003,2118683,1006543,701326,542295,1580,466373,177609,179881,434027,42331,2495,993.0
409,Tamil Nadu,Kancheepuram,12.496424756511884,80.08820360135913,3998252,2012958,1985294,3013382,1611461,1401921,948081,474264,473817,41210,20605,20605,1673814,1181308,492506,3537399,173785,256762,1620,990,4962,756,21978,622095,961161,100322,200738,438799,774705,1213504,183054,535947,608188,634172,312208,526886,67354,2867809,678374,3546183,2076492,1200284,715895,5581,700252,281627,166082,701330,115195,11202,986.0
410,Tamil Nadu,Kanniyakumari,8.183466300191206,77.32053064053538,1870374,926345,944029,1548738,780541,768197,74249,36817,37432,7282,3554,3728,679620,524629,154991,909872,78590,876299,160,438,156,10,4849,199188,465692,15673,52943,104253,493788,598041,134236,331559,314029,322511,226312,254107,43034,1625788,210901,1836689,887052,556548,425849,925,420282,57337,77429,348564,57448,5760,1019.0
411,Tamil Nadu,Karur,10.79532776617955,78.08749686847604,1064493,528184,536309,727044,401726,325318,221385,108809,112576,575,297,278,543298,329034,214264,993666,53292,16483,115,29,7,79,822,135831,264949,4915,17995,212241,152420,364661,76629,190229,167466,146666,77874,85595,14951,759410,276930,1036340,501585,320645,241843,420,221047,61893,67478,185113,32276,2981,1015.0
412,Tamil Nadu,Madurai,9.904313833333331,78.01366033333332,3038252,1526475,1511777,2273430,1223810,1049620,408976,205098,203878,11096,5622,5474,1354632,902704,451928,2760502,168881,97711,520,199,1532,305,8602,391821,754141,34097,95311,417718,592723,1010441,234611,525151,532616,453509,250285,363152,39350,2398674,449125,2847799,1528178,913715,593827,2532,491822,279755,153915,552457,83006,8561,990.0
413,Tamil Nadu,Nagapattinam,10.789468161718286,79.79437299431483,1616450,798127,818323,1213008,640916,572092,509767,252332,257435,3756,1847,1909,671994,461174,210820,1435072,128617,47579,184,450,963,110,3475,143846,381940,5585,19692,399016,118724,517740,136593,323359,313357,249630,122350,125639,35762,1306690,253572,1560262,828444,463326,323706,974,365468,40644,80737,273370,54186,4363,1025.0
414,Tamil Nadu,Namakkal,11.33766638477801,78.14624841437633,1726601,869280,857321,1176131,653312,522819,345392,173973,171419,57059,29383,27676,898245,531463,366782,1673652,32483,16909,183,108,84,199,2983,265276,441044,8960,31581,370357,257127,627484,123573,297179,247516,214836,126468,169206,21582,1200360,388418,1588778,817905,510413,397064,1219,343287,126986,124286,313747,38032,1692,986.0
415,Tamil Nadu,Perambalur,11.260137758112096,78.86034011799416,565223,282157,283066,375823,208011,167812,175289,87444,87845,2584,1292,1292,299726,162639,137087,521658,32702,10301,83,39,38,26,376,49390,135751,1507,7745,155413,33179,188592,85210,106751,85101,71650,41447,44025,9189,443373,109011,552384,291371,158218,115151,483,132395,14725,35672,95746,16991,992,1003.0
416,Tamil Nadu,Pudukkottai,10.130514816433578,79.05444484265728,1618345,803188,815157,1110545,608776,501769,284804,141428,143376,1283,647,636,761693,471099,290594,1428784,114194,72850,119,81,32,293,1992,82967,354493,4494,18272,399712,104229,503941,97231,283299,270046,251855,121706,111731,31315,1167183,447346,1614529,835853,470428,311175,889,344074,42109,59334,255959,68484,6851,1015.0
417,Tamil Nadu,Ramanathapuram,9.31286995153476,78.99185362412462,1353445,682658,670787,978946,536487,442459,249008,125015,123993,1105,559,546,602977,392751,210226,1047411,208038,91139,154,86,29,36,6552,100484,291400,5172,22379,290478,126761,417239,246909,293886,236511,189132,105978,97405,16785,1186606,107292,1293898,708322,389764,252888,2471,270430,51959,50029,215193,56029,7704,983.0
418,Tamil Nadu,Salem,11.629324202127655,78.2478257978723,3482056,1781571,1700485,2285562,1285107,1000455,580512,294062,286450,119369,60489,58880,1694160,1083797,610363,3326357,95487,53841,412,174,992,246,4547,448968,835377,20660,63867,572813,597539,1170352,188672,571061,518763,457866,242306,296399,60365,2335432,955045,3290477,1737345,1029479,713294,1938,706525,199211,196664,611941,104034,6260,954.0
419,Tamil Nadu,Sivaganga,9.960306580645158,78.56535729032255,1339101,668672,670429,959744,526304,433440,227746,113599,114147,790,394,396,620171,391305,228866,1186078,74310,75481,150,80,109,24,2869,113822,314270,5773,24456,309224,143193,452417,101778,216931,236700,199263,103903,115894,23941,998410,311112,1309522,666218,391356,280462,1065,277432,59229,64170,226250,46184,5356,1003.0
420,Tamil Nadu,Thanjavur,10.387692255892237,79.3194869107745,2405890,1182416,1223474,1790998,944264,846734,455062,225859,229203,3561,1739,1822,974079,680483,293596,2075870,190814,133971,231,795,1256,148,2805,223044,555582,13495,42912,479070,274302,753372,138375,431983,419605,373111,178126,222410,49261,1812871,461123,2273994,1193095,712017,499235,1543,475525,108700,109324,405697,82659,7394,1035.0
421,Tamil Nadu,Theni,9.924066666666668,77.43458833333332,1245899,625683,620216,870080,479403,390677,258200,129900,128300,1835,954,881,591642,368900,222742,1148990,56751,37574,152,79,28,74,2251,147529,312310,4667,18830,189328,221295,410623,90590,219747,213496,156676,95231,101147,14674,891561,270738,1162299,618923,373564,252267,1145,243448,78115,75790,230233,32434,2508,991.0
422,Tamil Nadu,Thiruvallur,13.275858101752885,80.19724702864492,3728104,1876062,1852042,2791721,1495711,1296010,821646,410526,411120,47243,23692,23551,1538054,1103563,434491,3325823,143093,233633,1422,951,3693,530,18959,621907,909400,75634,174279,387237,732196,1119433,181452,461918,600731,622789,303091,451321,66378,2687680,610048,3297728,1925296,1154775,643614,4419,636443,291863,150892,671689,103687,12554,987.0
423,Tamil Nadu,Thiruvarur,10.368927409395978,79.60322893959727,1264277,626693,637584,946471,503085,443386,430927,214717,216210,3034,1466,1568,540168,369853,170315,1132785,96092,33192,258,151,279,64,1456,109580,303114,4416,15535,321331,86848,408179,138960,250163,243773,203450,103908,99082,28166,1067502,175564,1243066,627880,377118,257116,2163,287483,34994,62703,222880,39566,2822,1017.0
424,Tamil Nadu,Tiruvannamalai,12.419318947368414,79.23265631578953,2464875,1235889,1228986,1626813,909803,717010,565329,282615,282714,90954,45956,44998,1238177,738995,499182,2294369,91636,66987,232,157,7898,110,3486,176242,549077,6445,27529,563102,147061,710163,203879,442688,423135,343955,174560,158041,36454,1782712,672427,2455139,1301347,683904,477668,1956,536269,47934,96016,382614,105226,9408,994.0
425,Tamil Nadu,Vellore,12.784882632293078,79.02643283582084,3936331,1961688,1974643,2773928,1504355,1269573,860212,424668,435544,72955,36663,36292,1689330,1123874,565456,3397857,414760,111390,676,438,3514,251,7445,417535,865913,20623,69912,653499,486801,1140300,191963,721473,719731,641585,311434,308514,71127,2965827,891430,3857257,2096113,1116437,720713,3068,764911,144061,137654,615915,159413,14336,1007.0
426,Tamil Nadu,Virudhunagar,9.468872195892564,77.87641469194315,1942288,967709,974579,1398788,760375,638413,399831,198704,201127,2294,1182,1112,950158,579111,371047,1822626,47838,67405,245,87,98,75,3914,235005,505950,10219,37357,363782,370942,734724,163264,398670,317054,230321,138306,167506,35156,1450277,403246,1853523,987538,575006,378174,1570,379629,149739,133899,355973,46868,3392,1007.0
427,Tripura,Dhalai,23.781360477941163,91.94654283088232,378230,194544,183686,276217,151643,124574,61688,31461,30227,210608,106759,103849,155831,105657,50174,307120,8256,22940,175,39120,85,206,328,5532,46875,273,5067,89457,14071,103528,64515,84516,74015,21430,9157,6425,890,260948,109130,370078,232286,95548,50269,127,77969,2897,10050,53904,17546,1597,944.0
428,Tripura,North Tripura,24.121739755351683,92.17842538226292,693947,352860,341087,520402,275646,244756,114968,58375,56593,179426,91116,88310,248667,186034,62633,507967,105737,44062,151,34717,307,70,936,19631,81601,997,10310,150437,42184,192621,129329,179547,158211,47160,22720,18419,3736,559122,156840,715962,414878,178608,100274,187,134974,8213,18107,93545,35094,4185,967.0
429,Tripura,South Tripura,23.211874098057383,91.6065807585568,876001,447544,428457,646810,351082,295728,140168,72012,68156,344835,173174,171661,366845,253229,113616,736015,49258,39258,245,49420,106,808,891,20246,133744,948,10393,219171,44906,264077,129846,223185,204201,70173,31690,26870,5160,691125,188363,879488,505558,236676,133424,343,196002,6427,25902,143146,33881,2354,957.0
430,Tripura,West Tripura,23.780166241299337,91.41310788863107,1725739,879428,846311,1361354,722998,638356,338094,172522,165572,431944,217278,214666,698178,500406,197772,1512801,152791,53622,499,2128,362,430,3106,103228,314567,6394,36186,289621,217016,506637,248343,421485,451563,156277,88122,85405,13478,1464673,279053,1743726,940424,499719,284637,959,365266,29156,48445,285029,63285,6711,962.0
431,Uttar Pradesh,Agra,26.99512974910393,78.05278291517321,4418797,2364953,2053844,2680510,1614594,1065916,991325,531641,459684,7255,3827,3428,1389844,1119701,270143,3922718,411313,10076,12057,4049,21508,384,36692,251013,536402,27183,82012,496971,406852,903823,600839,904836,647340,450571,317618,199395,20781,3141380,963202,4104582,2871903,991255,547873,7766,626023,37112,47808,259888,258683,106231,868.0
432,Uttar Pradesh,Aligarh,27.93748576850093,78.00146831119557,3673889,1951996,1721893,2092567,1283380,809187,755254,402483,352771,629,340,289,1174361,929337,245024,2904140,729283,7635,5875,2582,2805,91,21478,153283,268120,13634,58336,582117,275942,858059,456870,491605,443958,334738,216997,172585,20498,2137251,1352181,3489432,2378289,787408,472667,35525,564776,33059,49640,233318,235182,86472,882.0
433,Uttar Pradesh,Allahabad,25.392038662316445,82.05172446982063,5954391,3131807,2822584,3665727,2199340,1466387,1309851,687076,622775,7955,4270,3685,2111907,1426110,685797,5102041,796756,13782,4377,4391,2247,305,30492,204357,391542,24122,85491,983266,265304,1248570,823863,934881,738076,596615,502826,428871,36764,4061896,1756098,5817994,3764404,1335224,818137,36626,853641,34772,78967,338762,325893,154931,901.0
434,Uttar Pradesh,Ambedkar Nagar,26.39119025974028,82.68282142857147,2397888,1212410,1185478,1486939,846676,640263,591125,298240,292885,746,406,340,787398,547406,239992,1985654,401678,2536,869,1817,235,33,5066,21512,99581,2509,27308,501559,65031,566590,342667,392873,353570,247028,172872,194387,15458,1718855,813502,2532357,1499494,515229,367234,15931,357876,4387,25726,114866,140623,83242,978.0
435,Uttar Pradesh,Auraiya,26.66892394014961,79.42637057356607,1379545,740040,639505,930836,546198,384638,391622,211413,180209,150,91,59,442023,364543,77480,1273546,101963,1004,371,332,228,444,1657,32687,65479,2404,14279,255836,58438,314274,133123,291837,282449,168866,101542,79012,6531,1063360,276224,1339584,856336,320763,202054,392,240103,6104,24528,106340,91569,25933,864.0
436,Uttar Pradesh,Azamgarh,26.008290954773837,83.01220251256285,4613913,2285004,2328909,2771917,1559414,1212503,1171378,579586,591792,9327,4690,4637,1372032,941890,430142,3878626,718692,3810,719,5652,183,226,6005,49699,183381,6652,47324,891024,80434,971458,831966,1344726,879745,489060,312571,158303,8087,4024458,1218146,5242604,2930243,965876,699954,17840,647550,7850,39397,184249,255784,180500,1019.0
437,Uttar Pradesh,Baghpat,29.045793499999988,77.30266300000001,1303048,700070,602978,797970,489858,308112,149060,79920,69140,14,10,4,416695,342604,74091,917474,364583,1840,483,161,16139,25,2343,44732,119121,2989,19999,246055,69991,316046,139646,272939,215070,132197,79475,44164,3730,887221,376700,1263921,817140,283276,194548,8084,196311,6261,14343,76826,80067,35854,861.0
438,Uttar Pradesh,Bahraich,27.691776300578027,81.46779783237004,3487731,1843884,1643847,1398368,878285,520083,509307,270226,239081,11159,5606,5553,1152160,895576,256584,2291892,1169330,6400,8212,2793,1177,38,7889,38940,85814,2681,35463,698520,61742,760262,447648,493760,215939,104762,65106,47690,7028,1381933,1920966,3302899,2275746,754346,446242,11397,582513,7619,74456,231407,211072,78243,892.0
439,Uttar Pradesh,Ballia,25.86075638297873,84.03651978723408,3239774,1672902,1566872,1963590,1160960,802630,494698,257624,237074,110114,56817,53297,1019483,723060,296423,3004240,213440,4463,892,1595,233,64,14847,62157,119972,4672,42969,564927,64454,629381,436021,515010,443440,409484,323582,200434,20283,2348254,1032533,3380787,1975934,724362,502628,36850,472507,5795,29249,153571,187993,111627,937.0
440,Uttar Pradesh,Balrampur,27.449076537911324,82.47158326180256,2148665,1114721,1033944,868357,544943,323414,277212,145928,131284,24887,12657,12230,760253,534332,225921,1333242,805975,3228,900,1866,198,87,3169,16229,57400,1551,15510,410070,35768,445838,379253,227932,122911,65516,40633,37109,2777,876131,1332817,2208948,1415213,442339,283947,7166,314737,4279,33262,96621,116044,75064,928.0
441,Uttar Pradesh,Banda,25.351885902503284,80.52487391304344,1799410,965876,833534,1002937,630626,372311,387855,208184,179671,163,82,81,701689,485314,216375,1637549,157612,1367,231,168,916,50,1517,26907,73522,1655,18612,378056,67569,445625,325773,415195,249238,114783,61702,63112,5728,1235531,588025,1823556,1120432,408527,265310,5141,312553,6773,38806,127003,116889,40039,863.0
442,Uttar Pradesh,Bara Banki,26.922777025232424,81.35762350597606,3260699,1707073,1553626,1692458,1010518,681940,864559,453168,411391,610,333,277,1192850,871241,321609,2505444,737106,4857,2090,1553,3016,211,6422,60554,108116,3159,26293,635840,79068,714908,533140,420824,350564,197780,132332,113799,12281,1760720,1540841,3301561,2043335,709494,445269,62601,554258,8736,71021,226368,197742,72586,910.0
443,Uttar Pradesh,Bareilly,28.51101940789474,79.43187072368416,4448359,2357665,2090694,2191759,1342697,849062,557150,295964,261186,3227,1664,1563,1401971,1153006,248965,2830768,1536534,14822,28187,4371,931,339,32407,210687,272830,15164,56575,631613,362798,994411,717585,641251,442110,272840,172554,146446,16806,2409592,1744527,4154119,2893965,952233,514141,88020,698240,36162,65080,299042,284381,97719,887.0
444,Uttar Pradesh,Basti,26.833880454545447,82.69790590909092,2464464,1255272,1209192,1393783,819719,574064,513959,262534,251425,3620,1876,1744,783688,558642,225046,2082976,364510,3493,900,9753,107,99,2626,37593,108101,3423,30244,513960,31065,545025,470355,349221,324085,211477,162961,143642,13030,1674771,1021192,2695963,1574037,519265,363891,7271,372178,5089,32903,117645,142675,86567,963.0
445,Uttar Pradesh,Bijnor,29.313974259681096,78.45098815489754,3682713,1921215,1761498,2135393,1241471,893922,787444,413872,373572,3058,1588,1470,1088036,921497,166539,2032081,1585210,6184,50624,1736,2134,41,4703,128042,268353,7303,37341,683875,224648,908523,498971,827447,549594,255028,159528,148185,14658,2453411,1308683,3762094,2404576,786305,450186,41646,604085,17110,52181,257846,240708,78073,917.0
446,Uttar Pradesh,Bulandshahr,28.34875862068968,78.01082758620684,3499171,1845260,1653911,2031656,1253314,778342,725600,384743,340857,198,118,80,1173260,897815,275445,2707195,777407,4088,2765,669,1572,86,5389,124641,223922,7865,38225,658449,221628,880077,443641,540754,475146,338138,217882,151182,17796,2184539,1185318,3369857,2246254,753949,472808,26160,549364,26299,48124,227306,226492,80754,896.0
447,Uttar Pradesh,Chandauli,25.1180859611231,83.25307062634984,1952756,1017905,934851,1174606,699454,475152,446786,235161,211625,41725,21571,20154,652543,462971,189572,1727869,215081,2153,1389,340,100,1175,4649,32433,99602,3492,20762,344937,50822,395759,295979,367768,276638,196240,135962,88299,7586,1368472,543247,1911719,1222695,437000,287767,5294,283240,9071,20883,103566,111692,58577,918.0
448,Uttar Pradesh,Chitrakoot,25.159924623803,81.07666087551297,991730,527721,464009,531072,330339,200733,266655,141379,125276,366,196,170,394197,254977,139220,955372,34559,693,63,101,285,27,630,11637,41046,827,9437,207237,23558,230795,168472,174106,124256,69641,40266,35826,3660,616227,383908,1000135,638046,214228,136669,2787,162755,3009,18495,62599,62762,23602,879.0
449,Uttar Pradesh,Deoria,26.42218856548857,83.8244070686071,3100946,1537436,1563510,1875239,1079288,795951,468663,235694,232969,109894,54216,55678,876246,639073,237173,2730957,358539,3626,818,1182,209,146,5469,60348,150001,4469,36068,597778,67928,665706,602403,473097,449571,372031,277548,194341,23334,2392325,1130108,3522433,1946336,664708,481219,8683,463312,6074,25471,142877,184244,119972,1017.0
450,Uttar Pradesh,Etah,27.591155309734443,78.70021858407083,1774480,947339,827141,1055202,647042,408160,281011,150631,130380,140,87,53,545984,440244,105740,1611126,146346,2464,708,2887,5671,18,5260,37027,69591,2635,19712,334246,67752,401998,238019,214091,201984,178434,119665,88607,8092,1048892,718310,1767202,1149372,383707,237427,3974,280646,6907,24684,104978,116471,44341,873.0
451,Uttar Pradesh,Etawah,26.78817670157068,79.07621806282728,1581810,845856,735954,1062003,623583,438420,388283,208731,179552,169,89,80,506072,413713,92359,1457892,113961,1362,1045,1733,3917,94,1806,47520,113098,2964,21506,265643,85483,351126,171216,292852,298700,195192,121283,118571,13400,1211214,397708,1608922,979633,362026,237786,2365,261034,10690,26645,112947,101056,34685,870.0
452,Uttar Pradesh,Faizabad,26.60589185185181,82.00783530864202,2470996,1259628,1211368,1450901,838339,612562,555047,281284,273763,931,469,462,831209,597888,233321,2094271,365806,3225,1912,737,358,185,4502,58328,127754,4746,28625,510378,79288,589666,356093,361114,347114,231129,176303,179996,18947,1670696,981915,2652611,1534832,543148,367332,25684,403711,10253,44164,156671,151205,65789,962.0
453,Uttar Pradesh,Farrukhabad,27.45063297872342,79.4406284574468,1885204,1006240,878964,1092677,654827,437850,312712,168009,144703,230,124,106,592267,494545,97722,1596278,276846,3137,3160,3161,487,100,2035,59209,88081,2624,18733,316647,94843,411490,270550,330084,257279,184298,115069,110391,9368,1277039,710960,1987999,1224584,411153,246795,2672,294748,9374,28887,115712,115249,48208,874.0
454,Uttar Pradesh,Fatehpur,25.8374362030905,80.85416203090509,2632733,1384722,1248011,1512166,911003,601163,651480,342892,308588,340,189,151,1063929,713736,350193,2274674,350700,2201,402,172,199,47,4338,43492,75263,3385,33501,558807,77733,636540,409875,463642,376472,227119,134445,116445,10212,1738210,895178,2633388,1624830,603831,395547,8525,460648,8349,48484,194029,176529,53979,901.0
455,Uttar Pradesh,Firozabad,27.20963993055552,78.42660624999998,2498156,1332046,1166110,1521806,912314,609492,473890,253288,220602,2565,1346,1219,761521,621840,139681,2140745,314812,3370,1804,3395,19077,61,14892,100919,196080,5834,31797,349747,185621,535368,324525,416295,368905,277163,166249,108627,11313,1673077,672115,2345192,1621154,543730,312689,20583,379586,28917,32144,158210,165206,56587,875.0
456,Uttar Pradesh,Gautam Buddha Nagar,28.393311038961038,77.52462467532465,1648115,890214,757901,1122947,666065,456882,216105,115438,100667,2215,1189,1026,569109,443384,125725,1394025,215500,7366,9261,895,4518,91,16459,193902,257586,53181,87188,170835,338935,509770,201277,330623,283031,218587,194796,101645,5058,1335017,342284,1677301,1015648,402967,188862,40638,219857,87751,42347,163768,84350,25813,851.0
457,Uttar Pradesh,Ghaziabad,28.74997308584685,77.67441879350343,4681645,2488834,2192811,3123264,1811397,1311867,773463,412750,360713,3968,2104,1864,1520538,1231615,288923,3414427,1186776,19026,23001,3487,16412,265,18251,501592,695130,78116,179552,355407,836316,1191723,534606,858286,797473,597661,475439,255949,26399,3545813,885070,4430883,2891069,1139871,559963,90742,672322,140034,69513,412399,263640,84291,881.0
458,Uttar Pradesh,Ghazipur,25.624724775583484,83.5360854578097,3620268,1855075,1765193,2197549,1293553,903996,726641,375015,351626,28712,14664,14048,1204602,808700,395902,3233790,368153,4181,810,3145,213,184,9792,36798,105767,5309,50180,700173,61467,761640,566504,691057,563310,449909,334003,186306,12795,2803884,1008996,3812880,2234593,774130,556273,55272,514080,5915,31462,159312,204877,129310,952.0
459,Uttar Pradesh,Gonda,27.157215552099505,82.0226888024882,3433919,1787146,1646773,1679994,1034181,645813,531973,276656,255317,870,476,394,1170552,855848,314704,2739076,678615,4735,1893,649,338,57,8556,45517,104084,4313,31811,673578,52794,726372,678171,425584,305644,192664,144067,118176,8722,1873028,1620782,3493810,2223078,734903,464584,11354,521253,9886,52470,178376,194853,109862,921.0
460,Uttar Pradesh,Gorakhpur,26.63315886792452,83.3549560377358,4440895,2277777,2163118,2700328,1593890,1106438,936061,481123,454938,18172,9261,8911,1351629,1016876,334753,4009037,403847,9662,2123,2848,460,207,12711,149727,296619,14597,65360,761958,189170,951128,873031,618398,560246,425913,316166,273903,36253,3103910,1453960,4557870,2755630,992114,659677,33474,666811,22177,48757,242957,262941,140711,950.0
461,Uttar Pradesh,Hamirpur,25.738158381502892,79.82619479768789,454768,217070,237698,358091,180555,177536,109256,53727,55529,3044,1531,1513,241931,118724,123207,449412,3711,243,591,95,293,9,414,34978,104120,2521,7525,196116,15232,211348,37327,71107,72114,91184,64363,35620,5263,376978,72551,449529,224044,123941,106641,142,99538,4452,17767,64353,19251,3697,1095.0
462,Uttar Pradesh,Hamirpur,25.738158381502892,79.82619479768789,1104285,593537,510748,653299,408125,245174,241198,130269,110929,474,259,215,443655,308527,135128,1010014,91269,814,196,74,41,273,1604,20175,55929,1196,11037,256081,55300,311381,159593,238344,211029,103334,59914,59612,4094,835920,364848,1200768,660774,260368,181109,2034,202503,4809,25110,88512,73892,22044,861.0
463,Uttar Pradesh,Hardoi,27.337409090909137,80.26411767676768,4092845,2191442,1901403,2221601,1374587,847014,1274505,685223,589282,349,186,163,1318946,1091952,226994,3508131,556219,5822,5688,6671,446,98,9770,60689,95508,3845,32065,786613,121064,907677,741817,906861,510507,247265,138583,103523,9048,2657604,1481604,4139208,2598364,905306,559988,29187,697057,7613,78112,273230,264829,92550,868.0
464,Uttar Pradesh,Jalaun,26.067954587155988,79.36686911314993,1689974,906092,783882,1075196,653430,421766,468178,252588,215590,832,428,404,620764,470969,149795,1509708,171581,1148,463,2875,256,145,3798,42616,104176,2217,18615,304856,91565,396421,169207,327534,282919,167911,104699,106888,10399,1169557,461666,1631223,1002817,410090,274954,2113,276057,9057,26460,118550,102078,40131,865.0
465,Uttar Pradesh,Jaunpur,25.70141280913127,82.54315351934063,4494204,2220465,2273739,2731677,1565394,1166283,990345,494226,496119,4736,2363,2373,1437375,934157,503218,3981502,483750,4947,1286,7898,349,114,14358,56508,181467,8002,52398,926088,80582,1006670,665376,939616,769693,520111,353996,256398,25909,3531099,1344789,4875888,2826453,927026,689979,50746,653913,8271,46967,195412,249212,175397,1024.0
466,Uttar Pradesh,Jhansi,25.45581535234902,78.89954580536917,1998603,1057436,941167,1304513,783705,520808,562505,297386,265119,3873,2074,1799,814914,565357,249557,1823930,147842,7050,4951,1203,7328,311,5988,94342,183340,8517,40774,309592,195321,504913,184997,370685,341371,186348,99814,92586,11783,1287584,483088,1770672,1171301,510728,308331,8243,326556,25466,38267,173991,108729,37233,890.0
